RedName,Width,Height,Format,Compression,TextureGroup
dlc\ep1\environment\decorations\cutlery\model\cutlery_a01.xbm,64,64,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\decorations\cutlery\model\cutlery_d01.xbm,64,64,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\decorations\cutlery\model\cutlery_n01.xbm,256,256,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\decorations\cutlery\model\cutlery_rich_d01.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\decorations\housework\dishes\ob_tablemag13m_hq.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\environment\decorations\housework\dishes\ob_tablemag13m_hq_n.xbm,256,256,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\architecture\human\redania\q605\textures\floor_stone_messy_big_ep1.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\architecture\human\redania\q605\textures\floor_stone_messy_big_ep1_n.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\architecture\human\redania\q605\creeper\mr_roots.xbm,256,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\architecture\human\redania\q605\creeper\mr_roots_n.xbm,256,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\architecture\human\redania\q605\trees\mr_bark_thick.xbm,512,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\architecture\human\redania\q605\trees\mr_bark_thick_n.xbm,512,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\architecture\human\redania\q605\trees\mr_branches.xbm,1024,2048,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
dlc\ep1\environment\architecture\human\redania\q605\trees\mr_branches_n.xbm,1024,2048,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\architecture\human\redania\q605\trees\mr_cap_deform.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\architecture\human\redania\q605\trees\mr_cap_deform_n.xbm,256,256,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\textures_tileable\cave_organic_b.xbm,1024,1024,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
dlc\ep1\environment\textures_tileable\cave_organic_b_n.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\textures_tileable\thatch_interior.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\textures_tileable\arc_dachblacha.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\textures_tileable\au_vault_trim.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\textures_tileable\au_vault_trim_n.xbm,512,512,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\textures_tileable\ep1_marble_light.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\textures_tileable\ep1_marble_light_n.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\textures_tileable\gold_tiles.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\textures_tileable\gold_tiles_n.xbm,512,512,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\textures_tileable\marble_floor.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\textures_tileable\marble_floor_n.xbm,2048,2048,TRF_TrueColor,TCM_DXTAlpha,NormalmapGloss
dlc\ep1\environment\textures_tileable\pile_of_coins.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\textures_tileable\pile_of_coins_alpha.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\textures_tileable\pile_of_coins_n.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\textures_tileable\rich_au_wood_plaster.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\textures_tileable\rich_au_wood_plaster_n.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\textures_tileable\tent_round_cas_d.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\textures_tileable\tent_round_cas_n.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\textures_tileable\detailmaps\rock_solid.xbm,512,512,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\textures_tileable\wood\nvg_poor_wood_details_painted.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\textures_tileable\wood\poor_wood_outdoor_planks_painted.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\textures_tileable\decals\blood_splash_big.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
dlc\ep1\environment\textures_tileable\decals\blood_splash_big_n.xbm,512,512,TRF_TrueColor,TCM_Normals,WorldNormal
dlc\ep1\environment\textures_tileable\decals\lake_painting.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
dlc\ep1\environment\textures_tileable\decals\paint_patch.xbm,1024,1024,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
dlc\ep1\environment\textures_tileable\decals\paint_spill.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
dlc\ep1\environment\terrain_surroundings\debris\debris_d.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\terrain_surroundings\debris\debris_n.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\terrain_surroundings\cave\ground_mount_gravel.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\terrain_surroundings\cave\ground_mount_gravel_n.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\terrain_surroundings\cave\mud_dry.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\terrain_surroundings\cave\mud_dry_n.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\environment\textures_entity_proxy\602_barn_d.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
dlc\ep1\environment\textures_entity_proxy\church_proxy_d.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
dlc\ep1\environment\textures_entity_proxy\ep1_valley_ruins_d.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
dlc\ep1\environment\textures_entity_proxy\olgierd_mansion__temp_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
dlc\ep1\environment\textures_entity_proxy\olgierd_mansion_burn_proxy_d.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
dlc\ep1\environment\textures_entity_proxy\olgierd_mansion_exterior_real_proxy_d.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\textures_entity_proxy\olgierd_mansion_exterior_summer_proxy_d.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\environment\textures_entity_proxy\q601_prison_ship_broken_back_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
dlc\ep1\environment\textures_entity_proxy\q601_prison_ship_broken_front_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
dlc\ep1\environment\textures_entity_proxy\q605_mansion_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
dlc\ep1\environment\textures_entity_proxy\thatched_house_corner_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
dlc\ep1\environment\textures_entity_proxy\thatched_house_medium_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
dlc\ep1\environment\textures_entity_proxy\thatched_house_small_exterior_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
dlc\ep1\environment\textures_entity_proxy\thatched_smallest_painted_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
dlc\ep1\data\fx\quest\q605\broken_wood.xbm,512,512,TRF_TrueColor,TCM_QualityR,QualityOneChannel
dlc\ep1\data\fx\quest\q605\glass_bits.xbm,256,256,TRF_TrueColor,TCM_QualityColor,QualityColor
dlc\ep1\data\fx\quest\q605\q605_beam_cracks\broken_wood.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
dlc\ep1\data\fx\characters\caretaker\heavy_attack\ghost.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
dlc\ep1\data\fx\textures\lava_noise.xbm,512,512,TRF_TrueColor,TCM_QualityR,QualityOneChannel
dlc\ep1\data\fx\textures\slime.xbm,1024,1024,TRF_TrueColor,TCM_QualityColor,QualityColor
dlc\ep1\data\fx\textures\fire_mask1.xbm,128,128,TRF_TrueColor,TCM_QualityR,QualityOneChannel
dlc\ep1\data\fx\textures\fire_tiled1.xbm,1024,1024,TRF_TrueColor,TCM_QualityR,QualityOneChannel
dlc\ep1\data\fx\textures\slime_drip_01_normal.xbm,256,512,TRF_TrueColor,TCM_DXTAlpha,Particles
dlc\ep1\data\fx\textures\blood_splash_black_spider.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
dlc\ep1\data\fx\textures\radial_mask1.xbm,128,128,TRF_TrueColor,TCM_QualityR,QualityOneChannel
dlc\ep1\data\fx\textures\round_normal.xbm,128,128,TRF_TrueColor,TCM_None,
dlc\ep1\data\fx\textures\water_splash_trail_ep1.xbm,1024,512,TRF_TrueColor,TCM_DXTAlpha,Particles
dlc\ep1\data\fx\textures\blood_spill_diff.xbm,512,256,TRF_TrueColor,TCM_QualityColor,QualityColor
dlc\ep1\data\fx\textures\blood_spill_norm.xbm,512,256,TRF_TrueColor,TCM_QualityColor,QualityColor
dlc\ep1\data\fx\textures\cut.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
dlc\ep1\data\fx\textures\cut_n.xbm,512,512,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\fx\textures\fire_mask2.xbm,128,128,TRF_TrueColor,TCM_QualityR,QualityOneChannel
dlc\ep1\data\fx\textures\fire_tiled2.xbm,1024,1024,TRF_TrueColor,TCM_QualityR,QualityOneChannel
dlc\ep1\data\fx\textures\fire_tiled3.xbm,1024,1024,TRF_TrueColor,TCM_QualityR,QualityOneChannel
dlc\ep1\data\fx\textures\splatters_03_normal.xbm,512,512,TRF_TrueColor,TCM_QualityColor,QualityColor
dlc\ep1\data\fx\textures\other\demonic_cat_mask.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\fx\textures\other\demonic_dog_mask.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\fx\textures\other\dirt_particles.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
dlc\ep1\data\fx\textures\other\poop_splatter.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
dlc\ep1\data\fx\textures\smoke\smoke_03_n.xbm,512,512,TRF_TrueColor,TCM_QualityColor,QualityColor
dlc\ep1\data\fx\cutscenes\cs605_merchant_skull\cs605_merchant_loses_cz.xbm,2048,1024,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
dlc\ep1\data\fx\cutscenes\cs605_merchant_skull\cs605_merchant_loses_en.xbm,2048,1024,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
dlc\ep1\data\fx\cutscenes\cs605_merchant_skull\cs605_merchant_loses_pl.xbm,2048,1024,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
dlc\ep1\data\fx\cutscenes\cs605_merchant_skull\cs605_merchant_loses_ru.xbm,2048,1024,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
dlc\ep1\data\fx\cutscenes\cs605_merchant_skull\cs605_merchant_loses_zh.xbm,2048,1024,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
dlc\ep1\data\items\weapons\swords\witcher_silver_swords\model\witcher_silver_viper_v2_sword_lvl2_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\weapons\swords\witcher_silver_swords\model\witcher_silver_viper_v2_sword_lvl2_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\items\weapons\swords\witcher_silver_swords\model\witcher_silver_viper_v2_sword_lvl4_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\weapons\swords\witcher_silver_swords\model\witcher_silver_viper_v2_sword_lvl4_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\items\weapons\swords\witcher_silver_swords\model\witcher_silver_viper_v2_sword_lvl1_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\weapons\swords\witcher_silver_swords\model\witcher_silver_viper_v2_sword_lvl1_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\items\weapons\swords\witcher_silver_swords\model\witcher_silver_viper_v2_sword_lvl3_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\weapons\swords\witcher_silver_swords\model\witcher_silver_viper_v2_sword_lvl3_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\items\weapons\swords\steel_swords\model\steel_sword_ep1_01_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\swords\steel_swords\model\steel_sword_ep1_01_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\weapons\swords\steel_swords\model\steel_sword_ep1_01_s01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\swords\steel_swords\model\steel_sword_ep1_02_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\swords\steel_swords\model\steel_sword_ep1_02_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\weapons\swords\steel_swords\model\steel_sword_ep1_02_s01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\swords\unique\olgierd_sabre\model\olgier_sabre_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\weapons\swords\unique\olgierd_sabre\model\olgier_sabre_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\weapons\swords\unique\olgierd_sabre\model\olgier_sabre_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\items\weapons\swords\unique\olgierd_sabre\model\olgier_sabre_s01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\weapons\swords\silver_swords\model\silver_sword_ep1_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\swords\silver_swords\model\silver_sword_ep1_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\swords\silver_swords\model\silver_sword_ep1_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\weapons\swords\witcher_steel_swords\model\witcher_steel_viper_v2_sword_lvl1_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\weapons\swords\witcher_steel_swords\model\witcher_steel_viper_v2_sword_lvl1_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\items\weapons\swords\witcher_steel_swords\model\witcher_steel_viper_v2_sword_lvl2_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\weapons\swords\witcher_steel_swords\model\witcher_steel_viper_v2_sword_lvl2_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\items\weapons\swords\witcher_steel_swords\model\witcher_steel_viper_v2_sword_lvl3_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\weapons\swords\witcher_steel_swords\model\witcher_steel_viper_v2_sword_lvl3_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\items\weapons\unique\caretaker_shovel\model\caretaker_shovel_a01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\weapons\unique\caretaker_shovel\model\caretaker_shovel_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\unique\caretaker_shovel\model\caretaker_shovel_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\weapons\unique\hakland_sword\model\hakland_sword_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\weapons\unique\hakland_sword\model\hakland_sword_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\weapons\unique\hakland_sword\model\hakland_sword_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\items\weapons\unique\hakland_sword\model\hakland_sword_s01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\weapons\ranged\ofir_crossbow\model\ofir_crossbow_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\ranged\ofir_crossbow\model\ofir_crossbow_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTAlpha,CharacterDiffuseWithAlpha
dlc\ep1\data\items\weapons\ranged\ofir_crossbow\model\ofir_crossbow_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\weapons\ranged\ofir_crossbow\model\ofir_crossbow_s01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\shields\model\borsody_shield_01_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\weapons\shields\model\borsody_shield_01_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\items\weapons\shields\model\flaming_rose_shield_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\shields\model\flaming_rose_shield_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\weapons\shields\model\hakland_shield_01_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\shields\model\hakland_shield_01_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\shields\model\hakland_shield_01_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\weapons\shields\model\hakland_shield_01_s01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\shields\model\olgierd_man_shield_01_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\shields\model\olgierd_man_shield_01_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\weapons\shields\model\olgierd_man_shield_01_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\items\weapons\spears\model\hakland_spear_01_a01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\spears\model\hakland_spear_01_d01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\weapons\spears\model\hakland_spear_01_n01.xbm,512,512,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\weapons\spears\model\hakland_spear_01_s01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\work\shovel_02\model\shovel_02_a01.xbm,256,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\work\shovel_02\model\shovel_02_d01.xbm,512,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\work\shovel_02\model\shovel_02_n01.xbm,256,512,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\work\wash_rag\model\wash_rag_d01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\work\wash_rag\model\wash_rag_n01.xbm,512,512,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\items\cutscenes\cs601_bloody_warrior\model\d_01_ma__bloody_warrior_a01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\cutscenes\cs601_bloody_warrior\model\d_01_ma__bloody_warrior_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\cutscenes\cs601_bloody_warrior\model\d_01_ma__bloody_warrior_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\cutscenes\cs601_bloody_warrior\model\d_01_ma__dirty_warrior_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\cutscenes\cs601_bloody_warrior\model\d_01_ma__dirty_warrior_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\cutscenes\cs601_frog_intro_corpse\model\cs601_torso_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\cutscenes\cs601_frog_intro_corpse\model\cs_601_torso_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\cutscenes\cs601_immortal\cs601_immortal_bloody_sword_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\items\cutscenes\cs601_immortal\cs_601_immortal_bloody_sword_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\cutscenes\cs601_storm_head\model\h_01_ma__storm_head_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
dlc\ep1\data\items\cutscenes\cs601_storm_head\model\h_01_ma__storm_head_d01.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,HeadDiffuse
dlc\ep1\data\items\cutscenes\cs601_storm_head\model\he_02_ma__storm_head.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\cutscenes\cs601_storm_head\model\storm_head_belt_a01.xbm,1024,256,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\cutscenes\cs601_storm_head\model\storm_head_belt_d01.xbm,1024,256,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\cutscenes\cs601_storm_head\model\storm_head_belt_n01.xbm,1024,256,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\cutscenes\cs601_woodstump\treestump.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\cutscenes\cs601_woodstump\treestump_n.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\items\cutscenes\cs602_woodboat\cs602_woodboat.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
dlc\ep1\data\items\cutscenes\cs602_woodboat\cs602_woodboat_n.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
dlc\ep1\data\items\cutscenes\cs603__olgierd_skeleton\model\c603__olgierd_skeleton_a01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\cutscenes\cs603__olgierd_skeleton\model\c603__olgierd_skeleton_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\cutscenes\cs603__olgierd_skeleton\model\cs603__olgierd_skeleton_n01.xbm,1024,1024,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\cutscenes\cs603_breaking_in_line\model\cs603_breaking_in_line_a01.xbm,1024,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\cutscenes\cs603_breaking_in_line\model\cs603_breaking_in_line_d01.xbm,1024,512,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
dlc\ep1\data\items\cutscenes\cs603_breaking_in_line\model\cs603_breaking_in_line_n01.xbm,1024,512,TRF_TrueColor,TCM_NormalsGloss,CharacterNormalmapGloss
dlc\ep1\data\items\cutscenes\cs603_horst_sword\model\cs603__horst_sword_d01.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,CharacterDiffuse
